program,routeOrSite,stationOrPoint,latitude,longitude
glmmp,ON467,C,42.53738611,-82.38698056
glmmp,ON467,D,42.53963611,-82.38703056
glmmp,ON468,A,42.53235278,-82.39960556
glmmp,ON468,B,42.53170278,-82.39615278
glmmp,ON468,C,42.53334722,-82.39285556
glmmp,ON468,D,42.53518889,-82.39306667
glmmp,ON469,A,42.53031944,-82.38619167
glmmp,ON469,B,42.53059444,-82.389875
glmmp,ON469,C,42.53284722,-82.389925
glmmp,ON469,D,42.53288333,-82.38688056
glmmp,ON470,A,42.52950556,-82.40190556
glmmp,ON470,B,42.52823333,-82.39895556
glmmp,ON470,C,42.53125833,-82.39922778
glmmp,ON470,D,42.5328833,-82.38688151
glmmp,ON471,A,42.49307778,-82.42055278
glmmp,ON471,B,42.49115278,-82.42716389
glmmp,ON471,C,42.48778889,-82.428725
glmmp,ON471,D,42.48633889,-82.43205556
glmmp,ON471,E,42.48562778,-82.43663611
glmmp,ON471,F,42.48605833,-82.41825
glmmp,ON471,G,42.49015202,-82.41719794
glmmp,ON471,H,42.4913507,-82.42293201
glmmp,ON472,A,42.45058611,-82.419725
glmmp,ON472,B,42.44709167,-82.42618889
glmmp,ON472,C,42.44705,-82.42941389
glmmp,ON472,D,42.45131944,-82.43148333
glmmp,ON472,E,42.44706111,-82.42855
glmmp,ON472,F,42.44534305,-82.41765864
glmmp,ON472,G,42.44936477,-82.42955702
glmmp,ON473,A,42.61544444,-82.47476389
glmmp,ON474,A,42.60293611,-82.47843333
glmmp,ON474,B,42.60045556,-82.47871111
glmmp,ON474,C,42.59760278,-82.47836389
glmmp,ON475,A,42.36354722,-82.40285833
glmmp,ON475,B,42.36594722,-82.39842778
glmmp,ON475,C,42.37153333,-82.39261944
glmmp,ON475,D,42.37096667,-82.39525278
glmmp,ON475,E,42.36861111,-82.39710556
glmmp,ON475,F,42.37033333,-82.39938611
glmmp,ON475,G,42.36686944,-82.40272778
glmmp,ON475,H,42.37448889,-82.39919444
glmmp,ON476,A,42.37490278,-82.40351111
glmmp,ON476,B,42.37433333,-82.40642778
glmmp,ON476,C,42.37247778,-82.40820556
glmmp,ON476,D,42.37034444,-82.40302778
glmmp,ON476,E,42.36709167,-82.40779167
glmmp,ON476,F,42.36471667,-82.40599444
glmmp,ON476,G,42.36198611,-82.40667222
glmmp,ON476,H,42.36776111,-82.41329167
glmmp,ON477,A,42.36320278,-82.42118056
glmmp,ON477,B,42.36845,-82.41975556
glmmp,ON477,C,42.37426944,-82.42028056
glmmp,ON477,D,42.38038889,-82.41761111
glmmp,ON477,E,42.38723889,-82.417
glmmp,ON477,F,42.39416585,-82.41891168
glmmp,ON477,G,42.39569444,-82.41443889
glmmp,ON477,H,42.36768297,-82.41646944
glmmp,ON480,C,42.74711111,-81.03075
glmmp,ON480,D,42.751228,-81.023339
glmmp,ON480,E,42.747535,-81.027236
glmmp,ON481,A,42.58111111,-80.422547
glmmp,ON482,A,42.59111111,-80.40527778
glmmp,ON482,B,42.59277778,-80.40722222
glmmp,ON482,C,42.59361111,-80.41
glmmp,ON482,D,42.59555556,-80.41166667
glmmp,ON482,E,42.59777778,-80.41277778
glmmp,ON482,F,42.59944444,-80.41444444
glmmp,ON482,G,42.59944444,-80.41777778
glmmp,ON482,H,42.59833333,-80.42166667
glmmp,ON483,A,42.58194444,-80.395
glmmp,ON483,B,42.58361111,-80.38833333
glmmp,ON483,C,42.58138889,-80.38555556
glmmp,ON483,D,42.5825,-80.37861111
glmmp,ON483,E,42.58305556,-80.37694444
glmmp,ON483,F,42.57777778,-80.37611111
glmmp,ON484,A,42.57888889,-80.44111111
glmmp,ON484,B,42.58111111,-80.44
glmmp,ON484,C,42.58333333,-80.44027778
glmmp,ON484,D,42.58555556,-80.44166667
glmmp,ON484,E,42.59,-80.44722222
glmmp,ON484,F,42.59222222,-80.44833333
glmmp,ON484,G,42.59305556,-80.45138889
glmmp,ON485,A,42.57666667,-80.37166667
glmmp,ON485,B,42.57582673,-80.36862505
glmmp,ON485,C,42.57527778,-80.36583333
glmmp,ON485,D,42.57472222,-80.36277778
glmmp,ON485,E,42.57527778,-80.35944444
glmmp,ON485,F,42.57416667,-80.35611111
glmmp,ON485,G,42.57333333,-80.35305556
glmmp,ON486,A,42.60472222,-80.49527778
glmmp,ON486,B,42.59944444,-80.48916667
glmmp,ON486,C,42.59527778,-80.485
glmmp,ON486,D,42.595,-80.48472222
glmmp,ON487,A,42.65583333,-80.345
glmmp,ON487,B,42.65805556,-80.34583333
glmmp,ON487,C,42.66027778,-80.34527778
glmmp,ON487,D,42.66305556,-80.34527778
glmmp,ON487,E,42.66527778,-80.34444444
glmmp,ON487,F,42.6675,-80.34472222
glmmp,ON487,G,42.67,-80.34583333
glmmp,ON487,H,42.67213889,-80.34722222
glmmp,ON489,A,42.19587583,-83.10189611
glmmp,ON489,B,42.19401472,-83.097801
glmmp,ON490,A,42.90924167,-82.417301
glmmp,ON491,A,44.44069444,-78.65141667
glmmp,ON491,B,44.43677778,-78.65547222
glmmp,ON491,C,44.43252778,-78.65955556
glmmp,ON491,D,44.4245,-78.66302778
glmmp,ON491,E,44.422697,-78.663794
glmmp,ON492,A,44.26833,-78.44167
glmmp,ON492,C,44.273056,-78.44444
glmmp,ON492,D,44.273056,-78.443889
glmmp,ON492,E,44.277778,-78.4250009
glmmp,ON492,F,44.271541,-78.451403
glmmp,ON492,G,44.272222,-78.448333
glmmp,ON493,A,44.10230556,-77.38606389
glmmp,ON493,B,44.10469444,-77.39063889
glmmp,ON494,A,44.48969444,-78.43175
glmmp,ON497,A,43.217008,-79.612963
glmmp,ON497,B,43.21555556,-79.615
glmmp,ON498,A,44.29169231,-78.06823103
glmmp,ON498,B,44.29118725,-78.07065015
glmmp,ON498,C,44.29181333,-78.10824306
glmmp,ON498,D,44.29212806,-78.11177472
glmmp,ON498,E,44.29246,-78.10455
glmmp,ON500,A,44.13357,-76.38319
glmmp,ON500,C,44.13916667,-76.3825
glmmp,ON501,A,43.93361111,-78.36722222
glmmp,ON501,B,43.93111111,-78.3725
glmmp,ON502,A,43.91944444,-77.045
glmmp,ON502,B,43.91833333,-77.04972222
glmmp,ON503,A,44.16416667,-76.88583333
glmmp,ON503,B,44.16166667,-76.88277778
glmmp,ON503,C,44.15833333,-76.88361111
glmmp,ON504,A,43.94055556,-77.49166667
glmmp,ON504,B,43.96444444,-77.47444444
glmmp,ON504,C,43.94235278,-77.48888889
glmmp,ON505,A,44.22305556,-76.68916667
glmmp,ON505,B,44.21777778,-76.69638889
glmmp,ON506,A,44.19111111,-76.3675
glmmp,ON506,B,44.195,-76.36916667
glmmp,ON506,C,44.196,-76.37789
glmmp,ON507,A,42.70816667,-81.24662778
glmmp,ON509,A,43.85361111,-78.88555556
glmmp,ON509,C,43.85666667,-78.88944444
glmmp,ON509,D,43.85444444,-78.89138889
glmmp,ON509,E,43.855,-78.89444444
glmmp,ON509,F,43.85277778,-78.89388889
glmmp,ON510,A,43.85830556,-78.96269444
glmmp,ON510,B,43.85830556,-78.96269444
glmmp,ON510,C,43.86038889,-78.96147222
glmmp,ON510,D,43.86047222,-78.96452778
glmmp,ON510,E,43.85872222,-78.96647222
glmmp,ON510,F,43.85677778,-78.96638889
glmmp,ON510,G,43.85411111,-78.97102778
glmmp,ON510,H,43.85444444,-78.96444444
glmmp,ON512,A,42.58138889,-80.52027778
glmmp,ON512,C,42.57972222,-80.52361111
glmmp,ON512,E,42.57777778,-80.5225
glmmp,ON512,F,42.57722222,-80.51722222
glmmp,ON512,H,42.5825,-80.51694444
glmmp,ON513,A,42.57444444,-80.51694444
glmmp,ON513,B,42.575,-80.51972222
glmmp,ON513,C,42.57472222,-80.52277778
glmmp,ON513,D,42.57472222,-80.52555556
glmmp,ON513,E,42.57416667,-80.52833333
glmmp,ON513,F,42.57444444,-80.51388889
glmmp,ON513,G,42.575,-80.51055556
glmmp,ON514,C,42.57972222,-80.49972222
glmmp,ON514,E,42.57555556,-80.49777778
glmmp,ON515,A,42.58361111,-80.51361111
glmmp,ON515,C,42.58194444,-80.51083333
glmmp,ON515,D,42.57944444,-80.50888889
glmmp,ON515,E,42.57555556,-80.505
glmmp,ON516,A,42.58666667,-80.45222222
glmmp,ON516,C,42.57944444,-80.46583333
glmmp,ON517,A,42.60173,-80.4798
glmmp,ON518,A,42.58083333,-80.47194444
glmmp,ON518,C,42.5775,-80.46888889
glmmp,ON518,D,42.5775,-80.46611111
glmmp,ON518,F,42.57944444,-80.46583333
glmmp,ON519,A,42.58027778,-80.44055556
glmmp,ON519,B,42.58194444,-80.44388889
glmmp,ON519,C,42.58222222,-80.44777778
glmmp,ON519,E,42.5825,-80.45722222
glmmp,ON520,A,42.58444444,-80.44222222
glmmp,ON520,C,42.58472222,-80.44888889
glmmp,ON520,D,42.58666667,-80.45222222
glmmp,ON520,F,42.58638889,-80.45583333
glmmp,ON520,G,42.58388889,-80.45916667
glmmp,ON521,A,42.59138889,-80.45694444
glmmp,ON521,C,42.59277778,-80.45611111
glmmp,ON522,A,42.59111111,-80.4475
glmmp,ON522,B,42.59305556,-80.44888889
glmmp,ON522,C,42.59527778,-80.45055556
glmmp,ON522,D,42.59694444,-80.45222222
glmmp,ON522,E,42.59861111,-80.45361111
glmmp,ON522,F,42.59861111,-80.45361111
glmmp,ON522,G,42.59777778,-80.45638889
glmmp,ON523,A,42.60388889,-80.46166667
glmmp,ON523,B,42.60611111,-80.4575
glmmp,ON523,C,42.60416667,-80.45611111
glmmp,ON523,D,42.60583333,-80.46055556
glmmp,ON524,A,42.59277778,-80.39527778
glmmp,ON524,B,42.59611111,-80.40083333
glmmp,ON524,C,42.59861111,-80.40611111
glmmp,ON524,D,42.59972222,-80.41555556
glmmp,ON524,E,42.59416667,-80.42666667
glmmp,ON524,F,42.58583333,-80.42611111
glmmp,ON524,G,42.5825,-80.43138889
glmmp,ON525,A,42.62277778,-80.44805556
glmmp,ON525,B,42.625,-80.44666667
glmmp,ON525,C,42.62666667,-80.44416667
glmmp,ON525,D,42.62916667,-80.44138889
glmmp,ON525,E,42.63305556,-80.4375
glmmp,ON525,F,42.63444444,-80.43527778
glmmp,ON525,G,42.63888889,-80.43083333
glmmp,ON526,A,42.58111111,-80.42222222
glmmp,ON526,C,42.58416667,-80.42
glmmp,ON526,D,42.58611111,-80.41888889
glmmp,ON527,A,42.58777778,-80.41777778
glmmp,ON527,B,42.59166667,-80.41777778
glmmp,ON528,A,42.58472222,-80.41166667
glmmp,ON528,B,42.58527778,-80.41472222
glmmp,ON528,C,42.5875,-80.41333333
glmmp,ON528,D,42.58972222,-80.41194444
glmmp,ON528,E,42.59166667,-80.40972222
glmmp,ON529,A,42.58666667,-80.40416667
glmmp,ON529,B,42.58666667,-80.40416667
glmmp,ON529,C,42.58805556,-80.40722222
glmmp,ON529,D,42.59055556,-80.40527778
glmmp,ON529,E,42.59055556,-80.40527778
glmmp,ON529,F,42.59277778,-80.40722222
glmmp,ON529,G,42.59416667,-80.41055556
glmmp,ON530,A,42.58666667,-80.39222222
glmmp,ON530,C,42.58694444,-80.38888889
glmmp,ON530,D,42.58444444,-80.38777778
glmmp,ON530,E,42.58416667,-80.38361111
glmmp,ON530,F,42.585,-80.37972222
glmmp,ON531,A,42.58555556,-80.35361111
glmmp,ON531,B,42.58666667,-80.35888889
glmmp,ON531,C,42.58944444,-80.35722222
glmmp,ON531,D,42.58694444,-80.36555556
glmmp,ON532,A,42.5775,-80.37277778
glmmp,ON532,C,42.57666667,-80.36972222
glmmp,ON532,D,42.57611111,-80.36638889
glmmp,ON533,A,42.59055556,-80.33972222
glmmp,ON533,B,42.59555556,-80.33888889
glmmp,ON533,C,42.59722222,-80.33444444
glmmp,ON533,D,42.59833333,-80.33888889
glmmp,ON533,E,42.59805556,-80.34305556
glmmp,ON533,F,42.59361111,-80.34472222
glmmp,ON533,G,42.59138889,-80.34472222
glmmp,ON533,H,42.5875,-80.34805556
glmmp,ON534,A,42.60277778,-80.44972222
glmmp,ON534,B,42.605,-80.45111111
glmmp,ON534,C,42.6075,-80.45166667
glmmp,ON534,D,42.61,-80.45305556
glmmp,ON534,E,42.612468,-80.454043
glmmp,ON534,F,42.615,-80.45416667
glmmp,ON535,A,42.65305556,-80.41055556
glmmp,ON535,B,42.651506,-80.414957
glmmp,ON535,C,42.64833333,-80.42027778
glmmp,ON536,A,42.55861111,-80.15888889
glmmp,ON536,B,42.5575,-80.15444444
glmmp,ON536,C,42.55666667,-80.15055556
glmmp,ON536,D,42.56,-80.14694444
glmmp,ON536,E,42.56388889,-80.14277778
glmmp,ON536,I,42.55352778,-80.12516667
glmmp,ON536,J,42.56583333,-80.14111111
glmmp,ON537,A,42.56444444,-80.23277778
glmmp,ON537,B,42.563804,-80.237381
glmmp,ON537,C,42.56111111,-80.24305556
glmmp,ON537,D,42.560437,-80.249517
glmmp,ON537,E,42.560278,-80.256389
glmmp,ON537,F,42.55944444,-80.26333333
glmmp,ON537,G,42.55861111,-80.26666667
glmmp,ON538,A,42.59044444,-80.445
glmmp,ON538,B,42.60083333,-80.45111111
glmmp,ON539,A,44.11277778,-77.28388889
glmmp,ON540,A,43.8875,-78.67777778
glmmp,ON540,B,43.88972222,-78.67944444
glmmp,ON540,C,43.88555556,-78.68138889
glmmp,ON540,D,43.88444444,-78.68138889
glmmp,ON541,A,43.84644,-78.95025
glmmp,ON541,B,43.84804,-78.95223
glmmp,ON541,C,43.8525,-78.95944444
glmmp,ON541,D,43.85393,-78.95954
glmmp,ON542,A,43.88899722,-78.66674167
glmmp,ON542,B,43.8883341,-78.66882579
glmmp,ON542,C,43.88954802,-78.67139279
glmmp,ON542,D,43.89206944,-78.67361944
glmmp,ON542,E,43.89346667,-78.67391667
glmmp,ON542,F,43.89339916,-78.67128
glmmp,ON542,G,43.89167222,-78.668325
glmmp,ON542,J,43.89152942,-78.67274727
glmmp,ON543,A,43.85169444,-78.86841667
glmmp,ON545,A,43.8729,-78.79939
glmmp,ON545,B,43.86794,-78.79948
glmmp,ON545,C,43.86963,-78.78622222
glmmp,ON546,A,43.859911,-78.84066667
glmmp,ON546,B,43.85855556,-78.83886111
glmmp,ON547,A,43.82869444,-78.98380556
glmmp,ON551,A,43.82438889,-79.03753889
glmmp,ON551,B,43.82805556,-79.0415
glmmp,ON551,C,43.82236111,-79.04463889
glmmp,ON551,D,43.818073,-79.037293
glmmp,ON556,A,44.21933,-76.69267
glmmp,ON556,B,44.2185,-76.69566667
glmmp,ON556,C,44.22133333,-76.69216667
glmmp,ON556,D,44.22583333,-76.686
glmmp,ON557,A,43.82761111,-78.98280556
glmmp,ON557,B,43.82947222,-78.98511111
glmmp,ON557,C,43.83041667,-78.98788889
glmmp,ON557,D,43.83205556,-78.99066667
glmmp,ON557,G,43.83047222,-78.9895
glmmp,ON558,A,43.86727778,-78.83444444
glmmp,ON558,B,43.86436111,-78.83391667
glmmp,ON558,C,43.86727778,-78.83444444
glmmp,ON558,D,43.86619444,-78.83088889
glmmp,ON559,A,43.82883333,-79.03966667
glmmp,ON559,B,43.82669444,-79.039
glmmp,ON559,C,43.82513889,-79.04152778
glmmp,ON559,D,43.82405556,-79.03869444
glmmp,ON559,E,43.82002778,-79.03780556
glmmp,ON560,A,43.82375,-79.09711111
glmmp,ON560,B,43.822,-79.09455556
glmmp,ON560,C,43.82205556,-79.09127778
glmmp,ON560,D,43.81925,-79.09691667
glmmp,ON560,E,43.81944444,-79.09019444
glmmp,ON560,F,43.81161111,-79.09497222
glmmp,ON561,A,43.81388889,-79.07861111
glmmp,ON561,B,43.81355556,-79.07486111
glmmp,ON561,C,43.81686111,-79.07713889
glmmp,ON562,A,43.91861111,-77.04944444
glmmp,ON562,B,43.92166667,-77.04916667
glmmp,ON562,C,43.92444444,-77.04583333
glmmp,ON562,D,43.91916667,-77.04583333
glmmp,ON562,E,43.91777778,-77.04138889
glmmp,ON562,F,43.91694444,-77.03722222
glmmp,ON562,G,43.915,-77.04027778
glmmp,ON562,H,43.91333333,-77.04166667
glmmp,ON563,A,43.91838889,-76.94219444
glmmp,ON563,B,43.91958333,-76.93894444
glmmp,ON563,C,43.92186111,-76.93691667
glmmp,ON563,D,43.92194444,-76.9325
glmmp,ON563,E,43.92416667,-76.93611111
glmmp,ON563,F,43.92666667,-76.93305556
glmmp,ON563,G,43.92666667,-76.93305556
glmmp,ON563,H,43.92472222,-76.92777778
glmmp,ON564,A,44.16583333,-77.34611111
glmmp,ON564,H,44.165,-77.35027778
glmmp,ON565,A,44.16758333,-77.31563889
glmmp,ON565,B,44.16761111,-77.31130556
glmmp,ON565,C,44.16794444,-77.30755556
glmmp,ON565,D,44.16788889,-77.30422222
glmmp,ON565,E,44.16563889,-77.30775
glmmp,ON565,F,44.16380556,-77.30980556
glmmp,ON565,G,44.163,-77.31288889
glmmp,ON566,A,44.16857,-77.32057
glmmp,ON566,B,44.16889,-77.32353
glmmp,ON566,C,44.1689,-77.32261
glmmp,ON566,D,44.16645,-77.32595
glmmp,ON566,E,44.16526,-77.31644444
glmmp,ON566,F,44.16586111,-77.31344444
glmmp,ON566,G,44.16677778,-77.31875
glmmp,ON567,A,44.13405556,-76.37986111
glmmp,ON567,B,44.13275,-76.3845
glmmp,ON568,A,44.19111111,-76.36725
glmmp,ON568,B,44.19266667,-76.37
glmmp,ON568,C,44.19511111,-76.36869444
glmmp,ON568,D,44.19605556,-76.37327778
glmmp,ON568,E,44.19611111,-76.37797222
glmmp,ON569,A,44.20075,-76.39172222
glmmp,ON569,B,44.20166667,-76.37277778
glmmp,ON569,C,44.20027778,-76.38311111
glmmp,ON569,D,44.19755556,-76.38313889
glmmp,ON569,E,44.19875,-76.37933333
glmmp,ON569,F,44.19869444,-76.37555556
glmmp,ON569,G,44.19763889,-76.37055556
glmmp,ON569,H,44.2015,-76.39688889
glmmp,ON570,A,44.11291667,-77.28405556
glmmp,ON570,B,44.11472222,-77.28383333
glmmp,ON571,A,44.11025,-77.34816667
glmmp,ON571,B,44.11225,-77.34991667
glmmp,ON571,C,44.11033333,-77.3535
glmmp,ON571,D,44.11327778,-77.34677778
glmmp,ON571,E,44.11483333,-77.34422222
glmmp,ON571,F,44.11638889,-77.34083333
glmmp,ON572,A,44.10769444,-77.34538889
glmmp,ON572,B,44.10761111,-77.34175
glmmp,ON572,C,44.1095,-77.3395
glmmp,ON572,D,44.11049,-79.34119444
glmmp,ON572,E,44.11366667,-77.34197222
glmmp,ON572,F,44.11538889,-77.33758333
glmmp,ON573,A,44.10505556,-77.34933333
glmmp,ON573,B,44.10330556,-77.35138889
glmmp,ON573,C,44.10163889,-77.35369444
glmmp,ON573,D,44.10122222,-77.35780556
glmmp,ON573,E,44.09888889,-77.35855556
glmmp,ON573,F,44.09677778,-77.3575
glmmp,ON574,A,44.09447222,-77.26619444
glmmp,ON574,B,44.09586111,-77.26238889
glmmp,ON574,C,44.09565583,-77.25901806
glmmp,ON574,D,44.09822222,-77.2585
glmmp,ON574,E,44.09508333,-77.25577778
glmmp,ON574,F,44.09680556,-77.25258333
glmmp,ON574,G,44.09877778,-77.25002778
glmmp,ON574,H,44.09643806,-77.24677972
glmmp,ON575,A,44.12213889,-77.21102778
glmmp,ON575,B,44.12430556,-77.2075
glmmp,ON575,C,44.12877778,-77.19952778
glmmp,ON575,D,44.1318,-77.19688
glmmp,ON575,E,44.12594444,-77.19705556
glmmp,ON575,F,44.12469444,-77.20005556
glmmp,ON575,G,44.124,-77.20361111
glmmp,ON575,H,44.12177778,-77.20786111
glmmp,ON576,A,44.10302778,-77.24275
glmmp,ON576,B,44.10461111,-77.24
glmmp,ON576,C,44.10588889,-77.23608333
glmmp,ON576,D,44.10769444,-77.22902778
glmmp,ON576,E,44.11352778,-77.22338889
glmmp,ON576,F,44.11583333,-77.22127778
glmmp,ON576,G,44.12019444,-77.21411111
glmmp,ON577,A,44.17791667,-76.93022222
glmmp,ON577,B,44.18061111,-76.92897222
glmmp,ON577,C,44.18058333,-76.92508333
glmmp,ON577,D,44.18475,-76.92113889
glmmp,ON577,E,44.18588889,-76.92647222
glmmp,ON577,F,44.18669444,-76.92941667
glmmp,ON577,G,44.18722222,-76.93344444
glmmp,ON577,H,44.18327778,-76.92477778
glmmp,ON577,I,44.17791667,-76.93022222
glmmp,ON578,A,44.17913889,-76.93502778
glmmp,ON578,B,44.18002778,-76.93802778
glmmp,ON578,C,44.18230556,-76.93919444
glmmp,ON578,D,44.18427778,-76.93747222
glmmp,ON578,E,44.18627778,-76.93586111
glmmp,ON578,F,44.18997222,-76.93319444
glmmp,ON579,A,44.164222,-76.88582
glmmp,ON579,B,44.16157,-76.88279
glmmp,ON579,C,44.15865,-76.88308
glmmp,ON579,D,44.15914,-76.88692
glmmp,ON579,E,44.15203,-76.90257
glmmp,ON579,F,44.1534,-76.91153
glmmp,ON579,G,44.15497,-76.91571
glmmp,ON579,H,44.15207,-76.91682
glmmp,ON580,A,44.01199,-77.73868
glmmp,ON580,B,44.01333333,-77.73538889
glmmp,ON580,C,44.01447222,-77.73252778
glmmp,ON580,D,44.01125,-77.73586111
glmmp,ON580,E,44.01161111,-77.73261111
glmmp,ON580,F,44.00975,-77.73502778
glmmp,ON580,G,44.00925,-77.73072222
glmmp,ON580,H,44.00819444,-77.72672222
glmmp,ON581,A,43.99502778,-77.72052778
glmmp,ON581,B,43.99744444,-77.72233333
glmmp,ON581,C,43.99727778,-77.71908333
glmmp,ON581,D,43.99902778,-77.71730556
glmmp,ON581,E,44.00036111,-77.71402778
glmmp,ON581,F,44.00394444,-77.71013889
glmmp,ON581,G,44.00313889,-77.71472222
glmmp,ON581,H,44.00164,-77.71733333
glmmp,ON582,A,44.00536111,-77.71797222
glmmp,ON582,B,44.00347222,-77.72022222
glmmp,ON582,C,44.00336111,-77.72336111
glmmp,ON582,D,44.00413889,-77.72630556
glmmp,ON582,E,44.00058333,-77.7235
glmmp,ON582,F,44.00116667,-77.72688889
glmmp,ON582,G,43.99886111,-77.72641667
glmmp,ON582,H,43.99408333,-77.72397222
glmmp,ON583,A,44.17666,-77.09707
glmmp,ON583,B,44.1789,-77.09686
glmmp,ON583,C,44.17901,-77.10268
glmmp,ON584,A,44.17222,-77.10608
glmmp,ON585,A,44.05491,-77.57221
glmmp,ON586,A,44.0638,-77.60463611
glmmp,ON586,B,44.0624,-77.60735
glmmp,ON586,C,44.05969,-77.620875
glmmp,ON586,D,44.06627,-77.60616
glmmp,ON586,E,44.05271,-77.61042
glmmp,ON586,F,44.05114,-77.61585
glmmp,ON587,A,44.0525,-77.60832
glmmp,ON587,B,44.05165,-77.61094
glmmp,ON587,C,44.05071,-77.6142
glmmp,ON587,D,44.04946,-77.61735
glmmp,ON587,E,44.04883,-77.62056
glmmp,ON587,F,44.04774,-77.62332
glmmp,ON588,A,44.18007,-77.0549
glmmp,ON588,B,44.17794,-77.05631
glmmp,ON588,C,44.17952,-77.05884
glmmp,ON589,A,44.2024,-76.99875
glmmp,ON589,B,44.204,-76.99619
glmmp,ON589,C,44.20506,-76.99287
glmmp,ON589,D,44.20495,-76.9896
glmmp,ON589,E,44.20495,-76.9896
glmmp,ON590,A,44.16816,-77.13351
glmmp,ON590,B,44.1697,-77.13087
glmmp,ON590,C,44.17155,-77.12822
glmmp,ON590,D,44.17422,-77.1238
glmmp,ON591,A,44.1697,-77.20443
glmmp,ON591,B,44.17179,-77.20822
glmmp,ON591,C,44.17198,-77.20445
glmmp,ON591,D,44.17397,-77.2036
glmmp,ON591,E,44.17642,-77.1996
glmmp,ON591,F,44.17937,-77.19628
glmmp,ON592,A,44.17199,-77.20005
glmmp,ON592,B,44.17441,-77.19836
glmmp,ON592,C,44.17651,-77.19688
glmmp,ON592,D,44.18005,-77.19371
glmmp,ON592,E,44.18198,-77.19294
glmmp,ON593,A,44.17151,-77.21215
glmmp,ON593,B,44.17382,-77.21184
glmmp,ON593,C,44.17345,-77.20851
glmmp,ON593,D,44.17522,-77.20616
glmmp,ON593,E,44.17666,-77.20269
glmmp,ON594,A,44.0969,-77.32579
glmmp,ON594,B,44.09281,-77.3303
glmmp,ON594,C,44.08849,-77.33247
glmmp,ON594,D,44.08585,-77.3357
glmmp,ON594,E,44.08312,-77.33452
glmmp,ON594,F,44.08297,-77.33847
glmmp,ON594,G,44.08294,-77.3421
glmmp,ON594,H,44.08519,-77.3425
glmmp,ON595,A,44.1319,-77.37326
glmmp,ON595,B,44.13399,-77.370829
glmmp,ON595,C,44.13513,-77.37371
glmmp,ON595,D,44.13716,-77.37536
glmmp,ON595,E,44.13957,-77.37652
glmmp,ON596,A,44.1617,-77.11634
glmmp,ON597,A,44.05775,-77.58295
glmmp,ON597,B,44.058769,-77.586863
glmmp,ON597,C,44.05707,-77.58819
glmmp,ON597,D,44.05516,-77.59049
glmmp,ON598,A,43.58479,-79.545297
glmmp,ON599,A,43.61946,-79.34256
glmmp,ON599,B,43.62222,-79.3348
glmmp,ON599,C,43.62731,-79.330816
glmmp,ON599,D,43.63480556,-79.32594444
glmmp,ON599,E,43.6303,-79.32558
glmmp,ON599,H,43.6316,-79.3267
glmmp,ON599,I,43.6295,-79.3294
glmmp,ON599,J,43.6309,-79.3237
glmmp,ON600,A,42.79663889,-80.20869444
glmmp,ON602,A,44.16416667,-77.34305556
glmmp,ON602,B,44.16527778,-77.34527778
glmmp,ON602,C,44.16555556,-77.34833333
glmmp,ON602,D,44.165,-77.35166667
glmmp,ON603,A,44.8425,-79.67805556
glmmp,ON604,A,43.89888889,-78.58194444
glmmp,ON606,A,44.43638889,-76.52638889
glmmp,ON606,B,44.40777778,-76.53861111
glmmp,ON606,C,44.38166667,-76.58277778
glmmp,ON606,D,44.39583333,-76.59694444
glmmp,ON606,E,44.40638889,-76.6275
glmmp,ON606,F,44.4125,-76.695
glmmp,ON607,A,43.79780556,-79.12925
glmmp,ON607,B,43.7955,-79.12880556
glmmp,ON607,C,43.79541667,-79.12563889
glmmp,ON607,D,43.79544444,-79.12704444
glmmp,ON607,E,43.79641667,-79.12280556
glmmp,ON609,A,44.274042,-77.344392
glmmp,ON609,B,44.273989,-77.344413
glmmp,ON609,C,44.2720326,-77.348607
glmmp,ON609,D,44.27122222,-77.35163889
glmmp,ON609,E,44.27191667,-77.34672222
glmmp,ON611,A,44.284023,-76.508186
glmmp,ON613,A,42.00361111,-82.96944444
glmmp,ON614,A,43.90527778,-79.8375
glmmp,ON614,B,43.90222222,-79.83944444
glmmp,ON614,C,43.90472222,-79.84055556
glmmp,ON615,A,44.48394444,-76.34002778
glmmp,ON616,A,44.006496,-79.680285
glmmp,ON616,B,44.012056,-79.685532
glmmp,ON619,C,43.6084,-80.2069
glmmp,ON621,A,43.69430556,-79.35763889
glmmp,ON621,B,43.69377778,-79.35738889
glmmp,ON621,C,43.69469444,-79.35680556
glmmp,ON622,A,42.26030556,-81.88008333
glmmp,ON622,B,42.26244444,-81.87916667
glmmp,ON622,C,42.26452778,-81.87827778
glmmp,ON622,D,42.26722222,-81.87722222
glmmp,ON622,E,42.26875,-81.87613889
glmmp,ON622,F,42.27088889,-81.87511111
glmmp,ON622,G,42.27297222,-81.87394444
glmmp,ON622,H,42.27505556,-81.87288889
glmmp,ON622,I,42.27697222,-81.87194444
glmmp,ON624,A,41.98733333,-82.53255556
glmmp,ON624,B,41.98705556,-82.52888889
glmmp,ON624,C,41.98694444,-82.52477778
glmmp,ON624,D,41.98680556,-82.52063889
glmmp,ON624,E,41.98669444,-82.5155
glmmp,ON625,A,41.96888889,-82.53055556
glmmp,ON625,B,41.97027778,-82.52944444
glmmp,ON625,C,41.97,-82.52694444
glmmp,ON625,D,41.97027778,-82.52944444
glmmp,ON629,A,44.0632,-79.34468
glmmp,ON629,B,44.06325,-79.34478
